,mean,1std,-1std,2std,-2std,month
2000-04-28,0.00270444990528,0.0029125927991,0.00249968492347,0.00310418646441,0.00232825893626,4
2000-04-29,0.00270750313228,0.00291377611838,0.00250321944228,0.00310960820274,0.00232945189915,4
2000-04-30,0.00270931307201,0.00291581906126,0.0025048595973,0.00311460367257,0.00233006984891,4
2000-05-01,0.00271018521017,0.00291421306357,0.00250676717584,0.00311316031475,0.00233290818947,5
2000-05-02,0.00271187178759,0.00291679694318,0.00250709758504,0.00311566796506,0.00233214427277,5
2000-05-03,0.00271409936428,0.00291707164909,0.00250946125996,0.00312242119011,0.00233912290075,5
2000-05-04,0.00271662392561,0.00291793517458,0.00251153216638,0.00312649768893,0.00233955772174,5
2000-05-05,0.00271754652005,0.00291869860776,0.00251420192843,0.00312712134979,0.00233975069915,5
2000-05-06,0.0027183612308,0.00292171814243,0.002515147295,0.00312856275506,0.0023401593899,5
2000-05-07,0.00272000855499,0.00292467277734,0.00251489849092,0.00312785966614,0.00234451328604,5
2000-05-08,0.00272209866725,0.00292751972965,0.00251924918288,0.0031343129848,0.00234205419053,5
2000-05-09,0.00272418862699,0.00293081285744,0.0025194867508,0.00313145630907,0.00234852063538,5
2000-05-10,0.00272389423121,0.00293089877804,0.00251676743198,0.00313215307515,0.00234677196843,5
2000-05-11,0.00272217573265,0.00293146227274,0.00251498737601,0.00312896858389,0.00234872756859,5
2000-05-12,0.00272020357307,0.00292701441366,0.00251346094668,0.00312963789163,0.00235022585006,5
2000-05-13,0.00271651856104,0.00292320686851,0.00251145878227,0.00312020372557,0.00234643589782,5
2000-05-14,0.00271303874384,0.00292211760419,0.00250782065808,0.00312135570982,0.0023400871531,5
2000-05-15,0.00271087661585,0.00291783750732,0.00250354257349,0.00311856107144,0.0023382125305,5
2000-05-16,0.002707940844,0.00291507533462,0.0025005786653,0.00311738016113,0.00233443883179,5
2000-05-17,0.00270382262328,0.00291085430355,0.00249783305213,0.00310411635698,0.00233028299543,5
2000-05-18,0.00269986466998,0.00290501234115,0.00249469885745,0.00309858286423,0.00232514739653,5
2000-05-19,0.00269666224615,0.00290076470604,0.00248983848585,0.00309823161487,0.00232302296314,5
2000-05-20,0.00269204626731,0.00289768784692,0.00248506015401,0.00309156975205,0.00232066568922,5
2000-05-21,0.00268828680289,0.00289394807812,0.00248056492389,0.00308730107245,0.00231256222901,5
2000-05-22,0.00268581151279,0.0028910407944,0.00247928122153,0.00308568711177,0.00231518748938,5
2000-05-23,0.00268283667333,0.00288929940846,0.00247615173401,0.00308538703723,0.00231413255729,5
2000-05-24,0.00267898007178,0.00288447632892,0.00247239582524,0.00307897348282,0.00230430591735,5
2000-05-25,0.00267480549289,0.00288051742726,0.00246972022948,0.00307721442623,0.00229908429739,5
2000-05-26,0.00267194894052,0.00287559771311,0.00246784243494,0.00307749684814,0.00229747666018,5
2000-05-27,0.0026701372962,0.00287491110649,0.00246484592067,0.00307379725889,0.00229011603441,5
2000-05-28,0.00266767804417,0.00287347654795,0.00246222710011,0.00307418398379,0.00228741789265,5
2000-05-29,0.00266523575215,0.00287024921797,0.00246177235137,0.00307112598292,0.00228571956612,5
2000-05-30,0.00266279936212,0.0028694752348,0.00246047414265,0.00306925805104,0.00228263340447,5
2000-05-31,0.00266051098054,0.00286907819053,0.00245838154976,0.00306881500393,0.00228444633282,5
2000-06-01,0.00265830186578,0.00286410698752,0.00245731166718,0.00306368586368,0.00227942129523,6
2000-06-02,0.0026575838876,0.00286197344397,0.0024545924172,0.00306216530467,0.00228357194619,6
2000-06-03,0.0026569627889,0.00285905399084,0.00245567691848,0.0030617866349,0.00228268406805,6
2000-06-04,0.00265456507219,0.00285696839921,0.00245533123562,0.00305788287199,0.00227748181382,6
2000-06-05,0.00265404363069,0.00285689373864,0.00245405982816,0.00306267556788,0.00227625560594,6
2000-06-06,0.00265388018381,0.00285721476596,0.00244976728702,0.00305912181613,0.00227931626278,6
2000-06-07,0.00265167028636,0.00285506815575,0.00244819470882,0.00305670214001,0.00227529451589,6
2000-06-08,0.00265013963729,0.00285236813082,0.00244935456669,0.00305397457817,0.00227074682218,6
2000-06-09,0.00265138780193,0.0028562876406,0.00245133511147,0.0030598336058,0.00227329369437,6
2000-06-10,0.00265364082972,0.00285884597507,0.00245446103374,0.00306090378131,0.00226977095061,6
2000-06-11,0.00265368284503,0.00286348098156,0.00245466102019,0.00306318924704,0.00227169957811,6
2000-06-12,0.00265308949421,0.0028619397903,0.00245295046535,0.00306118957749,0.00226997588394,6
2000-06-13,0.00265318201819,0.00285971713658,0.00245037962326,0.00306111689729,0.00227033684422,6
2000-06-14,0.0026497583351,0.0028568666062,0.00244681746562,0.00305909958547,0.00227004086671,6
2000-06-15,0.00264534478323,0.00284959689146,0.0024424105987,0.00305422287063,0.00227152365736,6
2000-06-16,0.00264377273288,0.0028484417132,0.00244027107861,0.00305034345807,0.00226647826884,6
2000-06-17,0.00264205744024,0.00284966650666,0.00243842195358,0.0030546680292,0.00226528644297,6
2000-06-18,0.0026371496553,0.00284325727573,0.00243347076606,0.00304496034995,0.00226388306636,6
2000-06-19,0.00263368377734,0.00283832751686,0.00243116650241,0.00304223606659,0.00226033002195,6
2000-06-20,0.00263110620405,0.00283769492104,0.00242763759258,0.00303504259859,0.00225743063133,6
2000-06-21,0.00262616138973,0.00283398676623,0.00242124179942,0.00302612718825,0.00225019969191,6
2000-06-22,0.00262046691791,0.0028275458297,0.00241676629543,0.00302181490453,0.00224351750126,6
2000-06-23,0.00261665391813,0.00282303688277,0.00241327839465,0.00301602420026,0.00224350743132,6
2000-06-24,0.00261310338781,0.00281922304768,0.00240878479982,0.00301322945274,0.00223736790408,6
2000-06-25,0.00260769897075,0.00281546611697,0.00240313059136,0.0030095458688,0.00223371614143,6
2000-06-26,0.00260328502918,0.00280918197004,0.0023998036372,0.00300593685929,0.00222891617042,6
2000-06-27,0.002601470847,0.00280501513505,0.00239998300526,0.0030032291291,0.00223207809902,6
2000-06-28,0.00259826605405,0.00280282674634,0.00239924891033,0.00299557050309,0.00222826993436,6
2000-06-29,0.00259425345056,0.00279713461363,0.00239526398387,0.00298966091587,0.00222494326652,6
2000-06-30,0.00259375253399,0.00279996330626,0.00239517155909,0.00298922248793,0.00222766914473,6
2000-07-01,0.00259411069812,0.00279719256292,0.00239560719202,0.00298898257298,0.0022286956317,7
2000-07-02,0.0025949443741,0.00279755674965,0.00239617500983,0.00298992580969,0.00223050397278,7
2000-07-03,0.00259530097485,0.00279645413886,0.00239696090586,0.00299114119436,0.00223331280563,7
2000-07-04,0.00259663295959,0.00279501592577,0.00240031326727,0.00299220070546,0.00223080937775,7
2000-07-05,0.00259737133041,0.00279874367687,0.00239990139887,0.00299341346257,0.00223319905365,7
2000-07-06,0.00259861510634,0.0027981655433,0.00239808821496,0.00299618998983,0.00222995333281,7
2000-07-07,0.0026016400647,0.00280298180831,0.00240099231321,0.00299515809518,0.00223344491883,7
2000-07-08,0.00260420451768,0.00280598264322,0.00240247708791,0.00300310046371,0.00223301675952,7
2000-07-09,0.00260635974315,0.00280822288285,0.00240349594937,0.00300508086804,0.00223720870023,7
2000-07-10,0.00260882120459,0.0028133798876,0.00240484360965,0.00300617209385,0.00223666536671,7
2000-07-11,0.00261133096557,0.00281390229898,0.00240626561109,0.00300828052207,0.00224447177433,7
2000-07-12,0.00261317550725,0.00281775953933,0.00240887461836,0.00301683043259,0.00224060220502,7
2000-07-13,0.0026151348412,0.00282117771659,0.00241073135277,0.00302068214827,0.00224458711667,7
2000-07-14,0.00261692922167,0.002819234195,0.00241186650942,0.00301947396802,0.0022431468734,7
2000-07-15,0.00261780525255,0.00282046544774,0.00241300208194,0.00302300880508,0.00224464998734,7
2000-07-16,0.00261953875326,0.00282466534169,0.00241309064318,0.0030220825931,0.00224899892325,7
2000-07-17,0.00262206756346,0.00282862290014,0.0024176217342,0.00302494805172,0.0022493788045,7
2000-07-18,0.00262469210082,0.00282863212521,0.00242061183932,0.00302897713499,0.00225437941336,7
2000-07-19,0.00262661728289,0.00283195699778,0.00241987318768,0.003030328467,0.00225383383912,7
2000-07-20,0.00262941340657,0.00283547929399,0.00242144612122,0.00303420641879,0.00225359357307,7
2000-07-21,0.00263318876717,0.00284096415796,0.00242625138907,0.00303760931604,0.00225607365644,7
2000-07-22,0.00263638754642,0.00284374289867,0.00242611354498,0.00304041695747,0.00226048283486,7
2000-07-23,0.00263940125059,0.00284799365155,0.00243083080755,0.00304829320209,0.00226362436031,7
2000-07-24,0.00264121660995,0.00285001930161,0.00243335812013,0.00304561612035,0.00226388060639,7
2000-07-25,0.00264056448648,0.00285012471391,0.00243139400867,0.00304577000681,0.00226444310365,7
2000-07-26,0.00264091793313,0.00285098911584,0.00242991256844,0.00304682169115,0.00226349227109,7
2000-07-27,0.00264320341558,0.00285336040233,0.00243351540115,0.00304458668788,0.00226484268398,7
2000-07-28,0.00264683031839,0.00285990151334,0.00243845786275,0.00304969418061,0.00227023915282,7
2000-07-29,0.00264848047107,0.00286034272402,0.00243957661124,0.00305061095983,0.00227453366668,7
2000-07-30,0.00264905329381,0.00286121832549,0.00244157544115,0.00304974328263,0.00227641876703,7
2000-07-31,0.00265004295082,0.00286311040108,0.00244252726701,0.00305383135049,0.00227483016297,7
2000-08-01,0.00265070747946,0.00286273484179,0.00244449700873,0.00305264861985,0.00227897824585,8
2000-08-02,0.00265320456031,0.00286290371599,0.00244646596382,0.00305778326876,0.00227732191197,8
2000-08-03,0.00265636818078,0.00286416751109,0.00244934161913,0.00305750894738,0.00228351551314,8
2000-08-04,0.00265792957807,0.00286717771903,0.00244972932645,0.00306199413849,0.00228485093351,8
2000-08-05,0.00265825143102,0.00286649511295,0.00245154472071,0.00306811141113,0.00228298591177,8
2000-08-06,0.00265903542104,0.00287022887285,0.00245085808695,0.00307486234869,0.00228686264629,8
2000-08-07,0.00266054762978,0.00287055622527,0.00245144448184,0.00307293235672,0.00228550522055,8
2000-08-08,0.00266018080661,0.00286988808089,0.00245450790565,0.00306559143035,0.00228391941294,8
2000-08-09,0.00266128518553,0.00286830422622,0.00245392322343,0.00306377860776,0.00228669540339,8
2000-08-10,0.0026629041992,0.00287039352224,0.00245590308113,0.00307432312347,0.00228458956989,8
2000-08-11,0.00266221183303,0.00286993581794,0.00245516864313,0.00306949529464,0.00228388016383,8
2000-08-12,0.00265992615165,0.00286718939813,0.00245274247224,0.00307204362135,0.00228182864937,8
2000-08-13,0.00265953580681,0.00286401014006,0.00245299864391,0.00307169488687,0.00228299525663,8
2000-08-14,0.0026580677463,0.00286244004516,0.00245070387021,0.00306268380415,0.00228299785579,8
2000-08-15,0.00265503518483,0.0028582500344,0.0024474581829,0.00306163342669,0.00227918277892,8
2000-08-16,0.00265329937324,0.0028564627324,0.0024487527818,0.00306118634761,0.00228104274206,8
2000-08-17,0.00265352553578,0.00285869583773,0.00244832058131,0.0030568140187,0.00228039127556,8
2000-08-18,0.00265434297195,0.00285572130473,0.00244804504575,0.00305195590201,0.00228065326826,8
2000-08-19,0.0026544428249,0.00285713017321,0.00244806178355,0.00305642703573,0.0022836143731,8
2000-08-20,0.00265512342146,0.00285782412193,0.00244999096951,0.00305802727664,0.0022812953965,8
2000-08-21,0.00265621474427,0.0028604651213,0.0024536665934,0.00305843212907,0.0022860574454,8
2000-08-22,0.00265945886947,0.00286321978111,0.00245521391919,0.00306355636275,0.00229158774822,8
2000-08-23,0.00266308928162,0.00286760569563,0.00245781187291,0.00306804821036,0.00229302616378,8
2000-08-24,0.00266669665694,0.00287018979567,0.00246151594275,0.00307171992683,0.00229514271231,8
2000-08-25,0.0026704395478,0.00287313186468,0.00246681099818,0.00307461544876,0.00229865329848,8
2000-08-26,0.00267551071084,0.0028782077766,0.00247293088526,0.00308550539005,0.002305376267,8
2000-08-27,0.00268148293691,0.00288512061419,0.00247743449915,0.00308956593215,0.00230800773249,8
2000-08-28,0.00268743123634,0.00289208633824,0.00248288167292,0.00309692432616,0.00231383146066,8
2000-08-29,0.0026933095696,0.00289952929337,0.00249006546261,0.00309501912503,0.00231650961284,8
2000-08-30,0.00269917110778,0.00290414708115,0.00249261579072,0.00310698778398,0.0023257781557,8
2000-08-31,0.00270560584548,0.00290902094383,0.0024996167067,0.00311401032148,0.00233218872564,8
2000-09-01,0.00271187179661,0.00291642985039,0.00250554145439,0.00312251008474,0.00233706005252,9
2000-09-02,0.00271774893402,0.00292074682575,0.00251067901569,0.00312779984156,0.00234324720679,9
2000-09-03,0.00272373723212,0.00292811971063,0.00251617572979,0.00312940635723,0.00234639929768,9
2000-09-04,0.00273052519748,0.00293566192015,0.00252204063502,0.0031398238905,0.00235402922864,9
2000-09-05,0.00273774487231,0.00294454597989,0.00252937168932,0.00315186260042,0.00235640187742,9
2000-09-06,0.00274545133353,0.00295172129305,0.00253656128847,0.00316430526571,0.00236554353764,9
2000-09-07,0.00275421955879,0.0029604863005,0.00254489545704,0.00317513372967,0.00237197265103,9
2000-09-08,0.00276202501464,0.00297057019886,0.0025533182423,0.00318343734403,0.00237771862033,9
